ID	Name	Type
T1556.007	Hybrid Identity	Adversaries may patch, modify, or otherwise backdoor cloud authentication processes that are tied to
T1595.002	Vulnerability Scanning	Adversaries may scan victims for vulnerabilities that can be used during targeting. Vulnerability sc
T1059.009	Cloud API	Adversaries may abuse cloud APIs to execute malicious commands. APIs available in cloud environments
T1596	Search Open Technical Databases	Adversaries may search freely available technical databases for information about victims that can b
T1218.015	Electron Applications	Adversaries may abuse components of the Electron framework to execute malicious code. The Electron f
T1562.012	Disable or Modify Linux Audit System	Adversaries may disable or modify the Linux audit system to hide malicious activity and avoid detect
T1207	Rogue Domain Controller	Adversaries may register a rogue Domain Controller to enable manipulation of Active Directory data. 
T1553.006	Code Signing Policy Modification	Adversaries may modify code signing policies to enable execution of unsigned or self-signed code. Co
T1610	Deploy Container	Adversaries may deploy a container into an environment to facilitate execution or evade defenses. In
T1107	File Deletion	Adversaries may delete files left behind by the actions of their intrusion activity. Malware, tools,
T1145	Private Keys	Private cryptographic keys and certificates are used for authentication, encryption/decryption, and 
T1112	Modify Registry	Adversaries may interact with the Windows Registry as part of a variety of other techniques to aid i
T1543.004	Launch Daemon	Adversaries may create or modify Launch Daemons to execute malicious payloads as part of persistence
T1580	Cloud Infrastructure Discovery	An adversary may attempt to discover infrastructure and resources that are available within an infra
T1555.003	Credentials from Web Browsers	Adversaries may acquire credentials from web browsers by reading files specific to the target browse
T1574.008	Path Interception by Search Order Hijacking	Adversaries may execute their own malicious payloads by hijacking the search order used to load othe
T1491	Defacement	Adversaries may modify visual content available internally or externally to an enterprise network, t
T1535	Unused/Unsupported Cloud Regions	Adversaries may create cloud instances in unused geographic service regions in order to evade detect
T1557.003	DHCP Spoofing	Adversaries may redirect network traffic to adversary-owned systems by spoofing Dynamic Host Configu
T1155	AppleScript	macOS and OS X applications send AppleEvent messages to each other for interprocess communications (
T1563	Remote Service Session Hijacking	Adversaries may take control of preexisting sessions with remote services to move laterally in an en
T1564.013	Bind Mounts	Adversaries may abuse bind mounts on file structures to hide their activity and artifacts from nativ
T1027.001	Binary Padding	Adversaries may use binary padding to add junk data and change the on-disk representation of malware
T1505.003	Web Shell	Adversaries may backdoor web servers with web shells to establish persistent access to systems. A We
T1484.001	Group Policy Modification	Adversaries may modify Group Policy Objects (GPOs) to subvert the intended discretionary access cont
T1217	Browser Information Discovery	Adversaries may enumerate information about browsers to learn more about compromised environments. D
T1552.004	Private Keys	Adversaries may search for private key certificate files on compromised systems for insecurely store
T1583.004	Server	Adversaries may buy, lease, rent, or obtain physical servers that can be used during targeting. Use 
T1021.006	Windows Remote Management	Adversaries may use [Valid Accounts](https://attack.mitre.org/techniques/T1078) to interact with rem
T1011.001	Exfiltration Over Bluetooth	Adversaries may attempt to exfiltrate data over Bluetooth rather than the command and control channe
T1078.001	Default Accounts	Adversaries may obtain and abuse credentials of a default account as a means of gaining Initial Acce
T1547.003	Time Providers	Adversaries may abuse time providers to execute DLLs when the system boots. The Windows Time service
T1183	Image File Execution Options Injection	Image File Execution Options (IFEO) enable a developer to attach a debugger to an application. When 
T1085	Rundll32	The rundll32.exe program can be called to execute an arbitrary binary. Adversaries may take advantag
T1031	Modify Existing Service	Windows service configuration information, including the file path to the service's executable or re
T1546.005	Trap	Adversaries may establish persistence by executing malicious content triggered by an interrupt signa
T1574.006	Dynamic Linker Hijacking	Adversaries may execute their own malicious payloads by hijacking environment variables the dynamic 
T1136.001	Local Account	Adversaries may create a local account to maintain access to victim systems. Local accounts are thos
T1681	Search Threat Vendor Data	Threat actors may seek information/indicators from closed or open threat intelligence sources gather
T1674	Input Injection	Adversaries may simulate keystrokes on a victim’s computer by various means to perform any type of a
T1092	Communication Through Removable Media	Adversaries can perform command and control between compromised hosts on potentially disconnected ne
T1070.001	Clear Windows Event Logs	Adversaries may clear Windows Event Logs to hide the activity of an intrusion. Windows Event Logs ar
T1585.002	Email Accounts	Adversaries may create email accounts that can be used during targeting. Adversaries can use account
T1557.001	LLMNR/NBT-NS Poisoning and SMB Relay	By responding to LLMNR/NBT-NS network traffic, adversaries may spoof an authoritative source for nam
T1222	File and Directory Permissions Modification	Adversaries may modify file or directory permissions/attributes to evade access control lists (ACLs)
T1003.001	LSASS Memory	Adversaries may attempt to access credential material stored in the process memory of the Local Secu
T1053.001	At (Linux)	Adversaries may abuse the [at](https://attack.mitre.org/software/S0110) utility to perform task sche
T1176.002	IDE Extensions	Adversaries may abuse an integrated development environment (IDE) extension to establish persistent 
T1179	Hooking	Windows processes often leverage application programming interface (API) functions to perform tasks 
T1595	Active Scanning	Adversaries may execute active reconnaissance scans to gather information that can be used during ta
T1027.016	Junk Code Insertion	Adversaries may use junk code / dead code to obfuscate a malware’s functionality. Junk code is code 
T1547.011	Plist Modification	Adversaries can modify property list files (plist files) to execute their code as part of establishi
T1548	Abuse Elevation Control Mechanism	Adversaries may circumvent mechanisms designed to control elevate privileges to gain higher-level pe
T1134.002	Create Process with Token	Adversaries may create a new process with an existing token to escalate privileges and bypass access
T1548.001	Setuid and Setgid	An adversary may abuse configurations where an application has the setuid or setgid bits set in orde
T1547.004	Winlogon Helper DLL	Adversaries may abuse features of Winlogon to execute DLLs and/or executables when a user logs in. W
T1019	System Firmware	The BIOS (Basic Input/Output System) and The Unified Extensible Firmware Interface (UEFI) or Extensi
T1021.003	Distributed Component Object Model	Adversaries may use [Valid Accounts](https://attack.mitre.org/techniques/T1078) to interact with rem
T1042	Change Default File Association	When a file is opened, the default program used to open the file (also called the file association o
T1117	Regsvr32	Regsvr32.exe is a command-line program used to register and unregister object linking and embedding 
T1110.003	Password Spraying	Adversaries may use a single or small list of commonly used passwords against many different account
T1090.002	External Proxy	Adversaries may use an external proxy to act as an intermediary for network communications to a comm
T1056.003	Web Portal Capture	Adversaries may install code on externally facing portals, such as a VPN login page, to capture and 
T1589.002	Email Addresses	Adversaries may gather email addresses that can be used during targeting. Even if internal instances
T1164	Re-opened Applications	Starting in Mac OS X 10.7 (Lion), users can specify certain applications to be re-opened when a user
T1054	Indicator Blocking	An adversary may attempt to block indicators or events typically captured by sensors from being gath
T1598.004	Spearphishing Voice	Adversaries may use voice communications to elicit sensitive information that can be used during tar
T1193	Spearphishing Attachment	Spearphishing attachment is a specific variant of spearphishing. Spearphishing attachment is differe
T1003.005	Cached Domain Credentials	Adversaries may attempt to access cached domain credentials used to allow authentication to occur in
T1098.004	SSH Authorized Keys	Adversaries may modify the SSH <code>authorized_keys</code> file to maintain persistence on a victim
T1673	Virtual Machine Discovery	An adversary may attempt to enumerate running virtual machines (VMs) after gaining access to a host 
T1215	Kernel Modules and Extensions	Loadable Kernel Modules (or LKMs) are pieces of code that can be loaded and unloaded into the kernel
T1101	Security Support Provider	Windows Security Support Provider (SSP) DLLs are loaded into the Local Security Authority (LSA) proc
T1590.006	Network Security Appliances	Adversaries may gather information about the victim's network security appliances that can be used d
T1546.012	Image File Execution Options Injection	Adversaries may establish persistence and/or elevate privileges by executing malicious content trigg
T1218.008	Odbcconf	Adversaries may abuse odbcconf.exe to proxy execution of malicious payloads. Odbcconf.exe is a Windo
T1593.002	Search Engines	Adversaries may use search engines to collect information about victims that can be used during targ
T1177	LSASS Driver	The Windows security subsystem is a set of components that manage and enforce the security policy fo
T1591.002	Business Relationships	Adversaries may gather information about the victim's business relationships that can be used during
T1548.005	Temporary Elevated Cloud Access	Adversaries may abuse permission configurations that allow them to gain temporarily elevated access 
T1125	Video Capture	An adversary can leverage a computer's peripheral devices (e.g., integrated cameras or webcams) or a
T1144	Gatekeeper Bypass	In macOS and OS X, when applications or programs are downloaded from the internet, there is a specia
T1045	Software Packing	Software packing is a method of compressing or encrypting an executable. Packing an executable chang
T1055.013	Process Doppelgänging	Adversaries may inject malicious code into process via process doppelgänging in order to evade proce
T1016	System Network Configuration Discovery	Adversaries may look for details about the network configuration and settings, such as IP and/or MAC
T1578.003	Delete Cloud Instance	An adversary may delete a cloud instance after they have performed malicious activities in an attemp
T1593.003	Code Repositories	Adversaries may search public code repositories for information about victims that can be used durin
T1574.005	Executable Installer File Permissions Weakness	Adversaries may execute their own malicious payloads by hijacking the binaries used by an installer.
T1546.008	Accessibility Features	Adversaries may establish persistence and/or elevate privileges by executing malicious content trigg
T1496.002	Bandwidth Hijacking	Adversaries may leverage the network bandwidth resources of co-opted systems to complete resource-in
T1504	PowerShell Profile	Adversaries may gain persistence and elevate privileges in certain situations by abusing [PowerShell
T1198	SIP and Trust Provider Hijacking	In user mode, Windows Authenticode (Citation: Microsoft Authenticode) digital signatures are used to
T1087	Account Discovery	Adversaries may attempt to get a listing of valid accounts, usernames, or email addresses on a syste
T1090	Proxy	Adversaries may use a connection proxy to direct network traffic between systems or act as an interm
T1059	Command and Scripting Interpreter	Adversaries may abuse command and script interpreters to execute commands, scripts, or binaries. The
T1204.005	Malicious Library	Adversaries may rely on a user installing a malicious library to facilitate execution. Threat actors
T1562.006	Indicator Blocking	An adversary may attempt to block indicators or events typically captured by sensors from being gath
T1136.002	Domain Account	Adversaries may create a domain account to maintain access to victim systems. Domain accounts are th
T1564.014	Extended Attributes	Adversaries may abuse extended attributes (xattrs) on macOS and Linux to hide their malicious data i
T1589.003	Employee Names	Adversaries may gather employee names that can be used during targeting. Employee names be used to d
T1677	Poisoned Pipeline Execution	Adversaries may manipulate continuous integration / continuous development (CI/CD) processes by inje
T1482	Domain Trust Discovery	Adversaries may attempt to gather information on domain trust relationships that may be used to iden
T1558.001	Golden Ticket	Adversaries who have the KRBTGT account password hash may forge Kerberos ticket-granting tickets (TG
T1020	Automated Exfiltration	Adversaries may exfiltrate data, such as sensitive documents, through the use of automated processin
T1592.004	Client Configurations	Adversaries may gather information about the victim's client configurations that can be used during 
T1562.007	Disable or Modify Cloud Firewall	Adversaries may disable or modify a firewall within a cloud environment to bypass controls that limi
T1219.001	IDE Tunneling	Adversaries may abuse Integrated Development Environment (IDE) software with remote development feat
T1036.002	Right-to-Left Override	Adversaries may abuse the right-to-left override (RTLO or RLO) character (U+202E) to disguise a stri
T1588.001	Malware	Adversaries may buy, steal, or download malware that can be used during targeting. Malicious softwar
T1027.017	SVG Smuggling	Adversaries may smuggle data and files past content filters by hiding malicious payloads inside of s
T1542.002	Component Firmware	Adversaries may modify component firmware to persist on systems. Some adversaries may employ sophist
T1070	Indicator Removal	Adversaries may delete or modify artifacts generated within systems to remove evidence of their pres
T1048.001	Exfiltration Over Symmetric Encrypted Non-C2 Protocol	Adversaries may steal data by exfiltrating it over a symmetrically encrypted network protocol other 
T1137.001	Office Template Macros	Adversaries may abuse Microsoft Office templates to obtain persistence on a compromised system. Micr
T1583.003	Virtual Private Server	Adversaries may rent Virtual Private Servers (VPSs) that can be used during targeting. There exist a
T1213.001	Confluence	Adversaries may leverage Confluence repositories to mine valuable information. Often found in develo
T1550.003	Pass the Ticket	Adversaries may “pass the ticket” using stolen Kerberos tickets to move laterally within an environm
T1609	Container Administration Command	Adversaries may abuse a container administration service to execute commands within a container. A c
T1083	File and Directory Discovery	Adversaries may enumerate files and directories or may search in specific locations of a host or net
T1568	Dynamic Resolution	Adversaries may dynamically establish connections to command and control infrastructure to evade com
T1036.004	Masquerade Task or Service	Adversaries may attempt to manipulate the name of a task or service to make it appear legitimate or 
T1055.004	Asynchronous Procedure Call	Adversaries may inject malicious code into processes via the asynchronous procedure call (APC) queue
T1020.001	Traffic Duplication	Adversaries may leverage traffic mirroring in order to automate data exfiltration over compromised i
T1138	Application Shimming	The Microsoft Windows Application Compatibility Infrastructure/Framework (Application Shim) was crea
T1647	Plist File Modification	Adversaries may modify property list files (plist files) to enable other malicious activity, while a
T1127.003	JamPlus	Adversaries may use `JamPlus` to proxy the execution of a malicious script. `JamPlus` is a build uti
T1546.009	AppCert DLLs	Adversaries may establish persistence and/or elevate privileges by executing malicious content trigg
T1191	CMSTP	The Microsoft Connection Manager Profile Installer (CMSTP.exe) is a command-line program used to ins
T1188	Multi-hop Proxy	To disguise the source of malicious traffic, adversaries may chain together multiple proxies. Typica
T1114.003	Email Forwarding Rule	Adversaries may setup email forwarding rules to collect sensitive information. Adversaries may abuse
T1074	Data Staged	Adversaries may stage collected data in a central location or directory prior to Exfiltration. Data 
T1649	Steal or Forge Authentication Certificates	Adversaries may steal or forge certificates used for authentication to access remote systems or reso
T1098.005	Device Registration	Adversaries may register a device to an adversary-controlled account. Devices may be registered in a
T1049	System Network Connections Discovery	Adversaries may attempt to get a listing of network connections to or from the compromised system th
T1584	Compromise Infrastructure	Adversaries may compromise third-party infrastructure that can be used during targeting. Infrastruct
T1553.005	Mark-of-the-Web Bypass	Adversaries may abuse specific file formats to subvert Mark-of-the-Web (MOTW) controls. In Windows, 
T1600.002	Disable Crypto Hardware	Adversaries disable a network device’s dedicated hardware encryption, which may enable them to lever
T1542	Pre-OS Boot	Adversaries may abuse Pre-OS Boot mechanisms as a way to establish persistence on a system. During t
T1612	Build Image on Host	Adversaries may build a container image directly on a host to bypass defenses that monitor for the r
T1055.002	Portable Executable Injection	Adversaries may inject portable executables (PE) into processes in order to evade process-based defe
T1218.012	Verclsid	Adversaries may abuse verclsid.exe to proxy execution of malicious code. Verclsid.exe is known as th
T1586	Compromise Accounts	Adversaries may compromise accounts with services that can be used during targeting. For operations 
T1569.001	Launchctl	Adversaries may abuse launchctl to execute commands or programs. Launchctl interfaces with launchd, 
T1584.005	Botnet	Adversaries may compromise numerous third-party systems to form a botnet that can be used during tar
T1059.008	Network Device CLI	Adversaries may abuse scripting or built-in command line interpreters (CLI) on network devices to ex
T1552.003	Shell History	Adversaries may search the command history on compromised systems for insecurely stored credentials.
T1562.010	Downgrade Attack	Adversaries may downgrade or use a version of system features that may be outdated, vulnerable, and/
T1559.003	XPC Services	Adversaries can provide malicious content to an XPC service daemon for local code execution. macOS u
T1497	Virtualization/Sandbox Evasion	Adversaries may employ various means to detect and avoid virtualization and analysis environments. T
T1102	Web Service	Adversaries may use an existing, legitimate external Web service as a means for relaying data to/fro
T1552.001	Credentials In Files	Adversaries may search local file systems and remote file shares for files containing insecurely sto
T1568.003	DNS Calculation	Adversaries may perform calculations on addresses returned in DNS results to determine which port an
T1218.005	Mshta	Adversaries may abuse mshta.exe to proxy execution of malicious .hta files and Javascript or VBScrip
T1547.015	Login Items	Adversaries may add login items to execute upon user login to gain persistence or escalate privilege
T1608	Stage Capabilities	Adversaries may upload, install, or otherwise set up capabilities that can be used during targeting.
T1608.005	Link Target	Adversaries may put in place resources that are referenced by a link that can be used during targeti
T1104	Multi-Stage Channels	Adversaries may create multiple stages for command and control that are employed under different con
T1657	Financial Theft	Adversaries may steal monetary resources from targets through extortion, social engineering, technic
T1480	Execution Guardrails	Adversaries may use execution guardrails to constrain execution or actions based on adversary suppli
T1619	Cloud Storage Object Discovery	Adversaries may enumerate objects in cloud storage infrastructure. Adversaries may use this informat
T1606.001	Web Cookies	Adversaries may forge web cookies that can be used to gain access to web applications or Internet se
T1654	Log Enumeration	Adversaries may enumerate system and service logs to find useful data. These logs may highlight vari
T1134.001	Token Impersonation/Theft	Adversaries may duplicate then impersonate another user's existing token to escalate privileges and 
T1567.001	Exfiltration to Code Repository	Adversaries may exfiltrate data to a code repository rather than over their primary command and cont
T1021.007	Cloud Services	Adversaries may log into accessible cloud services within a compromised environment using [Valid Acc
T1205.001	Port Knocking	Adversaries may use port knocking to hide open ports used for persistence or command and control. To
T1027.012	LNK Icon Smuggling	Adversaries may smuggle commands to download malicious payloads past content filters by hiding them 
T1583.006	Web Services	Adversaries may register for web services that can be used during targeting. A variety of popular we
T1528	Steal Application Access Token	Adversaries can steal application access tokens as a means of acquiring credentials to access remote
T1598.002	Spearphishing Attachment	Adversaries may send spearphishing messages with a malicious attachment to elicit sensitive informat
T1098.001	Additional Cloud Credentials	Adversaries may add adversary-controlled credentials to a cloud account to maintain persistent acces
T1204	User Execution	An adversary may rely upon specific actions by a user in order to gain execution. Users may be subje
T1491.001	Internal Defacement	An adversary may deface systems internal to an organization in an attempt to intimidate or mislead u
T1564.002	Hidden Users	Adversaries may use hidden users to hide the presence of user accounts they create or modify. Admini
T1134.003	Make and Impersonate Token	Adversaries may make new tokens and impersonate users to escalate privileges and bypass access contr
T1552.006	Group Policy Preferences	Adversaries may attempt to find unsecured credentials in Group Policy Preferences (GPP). GPP are too
T1196	Control Panel Items	Windows Control Panel items are utilities that allow users to view and adjust computer settings. Con
T1048.002	Exfiltration Over Asymmetric Encrypted Non-C2 Protocol	Adversaries may steal data by exfiltrating it over an asymmetrically encrypted network protocol othe
T1087.004	Cloud Account	Adversaries may attempt to get a listing of cloud accounts. Cloud accounts are those created and con
T1057	Process Discovery	Adversaries may attempt to get information about running processes on a system. Information obtained
T1562.003	Impair Command History Logging	Adversaries may impair command history logging to hide commands they run on a compromised system. Va
T1556.008	Network Provider DLL	Adversaries may register malicious network provider dynamic link libraries (DLLs) to capture clearte
T1546.003	Windows Management Instrumentation Event Subscription	Adversaries may establish persistence and elevate privileges by executing malicious content triggere
T1596.004	CDNs	Adversaries may search content delivery network (CDN) data about victims that can be used during tar
T1497.002	User Activity Based Checks	Adversaries may employ various user activity checks to detect and avoid virtualization and analysis 
T1141	Input Prompt	When programs are executed that need additional privileges than are present in the current user cont
T1496.004	Cloud Service Hijacking	Adversaries may leverage compromised software-as-a-service (SaaS) applications to complete resource-
T1585.003	Cloud Accounts	Adversaries may create accounts with cloud providers that can be used during targeting. Adversaries 
T1072	Software Deployment Tools	Adversaries may gain access to and use centralized software suites installed within an enterprise to
T1041	Exfiltration Over C2 Channel	Adversaries may steal data by exfiltrating it over an existing command and control channel. Stolen d
T1134.004	Parent PID Spoofing	Adversaries may spoof the parent process identifier (PPID) of a new process to evade process-monitor
T1591	Gather Victim Org Information	Adversaries may gather information about the victim's organization that can be used during targeting
T1060	Registry Run Keys / Startup Folder	Adversaries may achieve persistence by adding a program to a startup folder or referencing it with a
T1606	Forge Web Credentials	Adversaries may forge credential materials that can be used to gain access to web applications or In
T1621	Multi-Factor Authentication Request Generation	Adversaries may attempt to bypass multi-factor authentication (MFA) mechanisms and gain access to ac
T1554	Compromise Host Software Binary	Adversaries may modify host software binaries to establish persistent access to systems. Software bi
T1552.008	Chat Messages	Adversaries may directly collect unsecured credentials stored or passed through user communication s
T1059.001	PowerShell	Adversaries may abuse PowerShell commands and scripts for execution. PowerShell is a powerful intera
T1023	Shortcut Modification	Shortcuts or symbolic links are ways of referencing other files or programs that will be opened or e
T1546.001	Change Default File Association	Adversaries may establish persistence by executing malicious content triggered by a file type associ
T1055.014	VDSO Hijacking	Adversaries may inject malicious code into processes via VDSO hijacking in order to evade process-ba
T1071.002	File Transfer Protocols	Adversaries may communicate using application layer protocols associated with transferring files to 
T1679	Selective Exclusion	Adversaries may intentionally exclude certain files, folders, directories, file types, or system com
T1122	Component Object Model Hijacking	The Component Object Model (COM) is a system within Windows to enable interaction between software c
T1015	Accessibility Features	Windows contains accessibility features that may be launched with a key combination before a user ha
T1212	Exploitation for Credential Access	Adversaries may exploit software vulnerabilities in an attempt to collect credentials. Exploitation 
T1546.014	Emond	Adversaries may gain persistence and elevate privileges by executing malicious content triggered by 
T1102.003	One-Way Communication	Adversaries may use an existing, legitimate external Web service as a means for sending commands to 
T1590	Gather Victim Network Information	Adversaries may gather information about the victim's networks that can be used during targeting. In
T1210	Exploitation of Remote Services	Adversaries may exploit remote services to gain unauthorized access to internal systems once inside 
T1502	Parent PID Spoofing	Adversaries may spoof the parent process identifier (PPID) of a new process to evade process-monitor
T1142	Keychain	Keychains are the built-in way for macOS to keep track of users' passwords and credentials for many 
T1534	Internal Spearphishing	After they already have access to accounts or systems within the environment, adversaries may use in
T1169	Sudo	The sudoers file, <code>/etc/sudoers</code>, describes which users can run which commands and from w
T1574.010	Services File Permissions Weakness	Adversaries may execute their own malicious payloads by hijacking the binaries used by services. Adv
T1547.001	Registry Run Keys / Startup Folder	Adversaries may achieve persistence by adding a program to a startup folder or referencing it with a
T1199	Trusted Relationship	Adversaries may breach or otherwise leverage organizations who have access to intended victims. Acce
T1136.003	Cloud Account	Adversaries may create a cloud account to maintain access to victim systems. With a sufficient level
T1069.001	Local Groups	Adversaries may attempt to find local system groups and permission settings. The knowledge of local 
T1593	Search Open Websites/Domains	Adversaries may search freely available websites and/or domains for information about victims that c
T1562.013	Disable or Modify Network Device Firewall	Adversaries may disable network device-based firewall mechanisms entirely or add, delete, or modify 
T1098	Account Manipulation	Adversaries may manipulate accounts to maintain and/or elevate access to victim systems. Account man
T1170	Mshta	Mshta.exe is a utility that executes Microsoft HTML Applications (HTA). HTA files have the file exte
T1048	Exfiltration Over Alternative Protocol	Adversaries may steal data by exfiltrating it over a different protocol than that of the existing co
T1547.006	Kernel Modules and Extensions	Adversaries may modify the kernel to automatically execute programs on system boot. Loadable Kernel 
T1678	Delay Execution	Adversaries may employ various time-based methods to evade detection and analysis. These techniques 
T1056.002	GUI Input Capture	Adversaries may mimic common operating system GUI components to prompt users for credentials with a 
T1097	Pass the Ticket	Pass the ticket (PtT) is a method of authenticating to a system using Kerberos tickets without havin
T1588.002	Tool	Adversaries may buy, steal, or download software tools that can be used during targeting. Tools can 
T1052.001	Exfiltration over USB	Adversaries may attempt to exfiltrate data over a USB connected physical device. In certain circumst
T1574.013	KernelCallbackTable	Adversaries may abuse the <code>KernelCallbackTable</code> of a process to hijack its execution flow
T1597	Search Closed Sources	Adversaries may search and gather information about victims from closed (e.g., paid, private, or oth
T1053.006	Systemd Timers	Adversaries may abuse systemd timers to perform task scheduling for initial or recurring execution o
T1566	Phishing	Adversaries may send phishing messages to gain access to victim systems. All forms of phishing are e
T1542.004	ROMMONkit	Adversaries may abuse the ROM Monitor (ROMMON) by loading an unauthorized firmware with adversary co
T1218.001	Compiled HTML File	Adversaries may abuse Compiled HTML files (.chm) to conceal malicious code. CHM files are commonly d
T1496.001	Compute Hijacking	Adversaries may leverage the compute resources of co-opted systems to complete resource-intensive ta
T1070.005	Network Share Connection Removal	Adversaries may remove share connections that are no longer useful in order to clean up traces of th
T1090.003	Multi-hop Proxy	Adversaries may chain together multiple proxies to disguise the source of malicious traffic. Typical
T1110	Brute Force	Adversaries may use brute force techniques to gain access to accounts when passwords are unknown or 
T1059.004	Unix Shell	Adversaries may abuse Unix shell commands and scripts for execution. Unix shells are the primary com
T1137.003	Outlook Forms	Adversaries may abuse Microsoft Outlook forms to obtain persistence on a compromised system. Outlook
T1219.003	Remote Access Hardware	An adversary may use legitimate remote access hardware to establish an interactive command and contr
T1157	Dylib Hijacking	macOS and OS X use a common method to look for required dynamic libraries (dylib) to load into a pro
T1562.001	Disable or Modify Tools	Adversaries may modify and/or disable security tools to avoid possible detection of their malware/to
T1565	Data Manipulation	Adversaries may insert, delete, or manipulate data in order to influence external outcomes or hide a
T1559	Inter-Process Communication	Adversaries may abuse inter-process communication (IPC) mechanisms for local code or command executi
T1001	Data Obfuscation	Adversaries may obfuscate command and control traffic to make it more difficult to detect.(Citation:
T1039	Data from Network Shared Drive	Adversaries may search network shares on computers they have compromised to find files of interest. 
T1584.006	Web Services	Adversaries may compromise access to third-party web services that can be used during targeting. A v
T1601	Modify System Image	Adversaries may make changes to the operating system of embedded network devices to weaken defenses 
T1574	Hijack Execution Flow	Adversaries may execute their own malicious payloads by hijacking the way operating systems run prog
T1036.012	Browser Fingerprint	Adversaries may attempt to blend in with legitimate traffic by spoofing browser and system attribute
T1059.011	Lua	Adversaries may abuse Lua commands and scripts for execution. Lua is a cross-platform scripting and 
T1027.005	Indicator Removal from Tools	Adversaries may remove indicators from tools if they believe their malicious tool was detected, quar
T1204.003	Malicious Image	Adversaries may rely on a user running a malicious image to facilitate execution. Amazon Web Service
T1543.005	Container Service	Adversaries may create or modify container or container cluster management tools that run as daemons
T1078	Valid Accounts	Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Acce
T1571	Non-Standard Port	Adversaries may communicate using a protocol and port pairing that are typically not associated. For
T1585.001	Social Media Accounts	Adversaries may create and cultivate social media accounts that can be used during targeting. Advers
T1073	DLL Side-Loading	Programs may specify DLLs that are loaded at runtime. Programs that improperly or vaguely specify a 
T1055.012	Process Hollowing	Adversaries may inject malicious code into suspended and hollowed processes in order to evade proces
T1068	Exploitation for Privilege Escalation	Adversaries may exploit software vulnerabilities in an attempt to elevate privileges. Exploitation o
T1564.009	Resource Forking	Adversaries may abuse resource forks to hide malicious code or executables to evade detection and by
T1531	Account Access Removal	Adversaries may interrupt availability of system and network resources by inhibiting access to accou
T1110.004	Credential Stuffing	Adversaries may use credentials obtained from breach dumps of unrelated accounts to gain access to t
T1208	Kerberoasting	Service principal names (SPNs) are used to uniquely identify each instance of a Windows service. To 
T1027	Obfuscated Files or Information	Adversaries may attempt to make an executable or file difficult to discover or analyze by encrypting
T1556.006	Multi-Factor Authentication	Adversaries may disable or modify multi-factor authentication (MFA) mechanisms to enable persistent 
T1114.002	Remote Email Collection	Adversaries may target an Exchange server, Office 365, or Google Workspace to collect sensitive info
T1505.004	IIS Components	Adversaries may install malicious components that run on Internet Information Services (IIS) web ser
T1036.001	Invalid Code Signature	Adversaries may attempt to mimic features of valid code signatures to increase the chance of deceivi
T1564.006	Run Virtual Instance	Adversaries may carry out malicious operations using a virtual instance to avoid detection. A wide v
T1154	Trap	The <code>trap</code> command allows programs and shells to specify commands that will be executed u
T1027.014	Polymorphic Code	Adversaries may utilize polymorphic code (also known as metamorphic or mutating code) to evade detec
T1201	Password Policy Discovery	Adversaries may attempt to access detailed information about the password policy used within an ente
T1546	Event Triggered Execution	Adversaries may establish persistence and/or elevate privileges using system mechanisms that trigger
T1546.004	Unix Shell Configuration Modification	Adversaries may establish persistence through executing malicious commands triggered by a user’s she
T1187	Forced Authentication	Adversaries may gather credential material by invoking or forcing a user to automatically provide au
T1134.005	SID-History Injection	Adversaries may use SID-History Injection to escalate privileges and bypass access controls. The Win
T1599	Network Boundary Bridging	Adversaries may bridge network boundaries by compromising perimeter network devices or internal devi
T1486	Data Encrypted for Impact	Adversaries may encrypt data on target systems or on large numbers of systems in a network to interr
T1488	Disk Content Wipe	Adversaries may erase the contents of storage devices on specific systems as well as large numbers o
T1553	Subvert Trust Controls	Adversaries may undermine security controls that will either warn users of untrusted activity or pre
T1548.004	Elevated Execution with Prompt	Adversaries may leverage the <code>AuthorizationExecuteWithPrivileges</code> API to escalate privile
T1592.003	Firmware	Adversaries may gather information about the victim's host firmware that can be used during targetin
T1573	Encrypted Channel	Adversaries may employ an encryption algorithm to conceal command and control traffic rather than re
T1174	Password Filter DLL	Windows password filters are password policy enforcement mechanisms for both domain and local accoun
T1547.002	Authentication Package	Adversaries may abuse authentication packages to execute DLLs when the system boots. Windows authent
T1218.010	Regsvr32	Adversaries may abuse Regsvr32.exe to proxy execution of malicious code. Regsvr32.exe is a command-l
T1002	Data Compressed	An adversary may compress data (e.g., sensitive documents) that is collected prior to exfiltration i
T1567.003	Exfiltration to Text Storage Sites	Adversaries may exfiltrate data to text storage sites instead of their primary command and control c
T1081	Credentials in Files	Adversaries may search local file systems and remote file shares for files containing passwords. The
T1592.002	Software	Adversaries may gather information about the victim's host software that can be used during targetin
T1128	Netsh Helper DLL	Netsh.exe (also referred to as Netshell) is a command-line scripting utility used to interact with t
T1056	Input Capture	Adversaries may use methods of capturing user input to obtain credentials or collect information. Du
T1566.004	Spearphishing Voice	Adversaries may use voice communications to ultimately gain access to victim systems. Spearphishing 
T1587.004	Exploits	Adversaries may develop exploits that can be used during targeting. An exploit takes advantage of a 
T1593.001	Social Media	Adversaries may search social media for information about victims that can be used during targeting.
T1213.004	Customer Relationship Management Software	Adversaries may leverage Customer Relationship Management (CRM) software to mine valuable informatio
