index	id	name	cluster	distance_to_centroid	distance_to_nearest_other_cluster	boundary_ratio	cluster_name	boundary_position
231	T1555	Credentials from Password Stores	2	5.807053212664296	7.504620371118076	1.2923282780366763	Discovery_Reconnaissance	Interior
232	T1567	Exfiltration Over Web Service	0	8.928179240521056	9.186425828414425	1.0289247731269255	Evasion_Persistence	Boundary
233	T1219	Remote Access Tools	0	6.256462028508625	6.452704994948757	1.0313662792453056	Evasion_Persistence	Boundary
234	T1583.001	Domains	2	5.208935645653416	7.244415213557131	1.3907666202087934	Discovery_Reconnaissance	Interior
235	T1560.002	Archive via Library	1	7.755587802810463	8.235205027921516	1.0618413685028338	Mixed_General_Purpose	Boundary
236	T1055.003	Thread Execution Hijacking	1	8.655545088790765	9.871638514736944	1.1404986367666694	Mixed_General_Purpose	Boundary
237	T1079	Multilayer Encryption	2	9.230683590394523	9.317485814077019	1.0094035521236226	Discovery_Reconnaissance	Boundary
238	T1036	Masquerading	2	5.2725025341278675	6.256638373209828	1.186654182915545	Discovery_Reconnaissance	Boundary
239	T1546.011	Application Shimming	2	5.382196742772865	7.251878796185847	1.3473824528137341	Discovery_Reconnaissance	Interior
240	T1552	Unsecured Credentials	2	5.437867763878933	7.556838455089332	1.3896691485615953	Discovery_Reconnaissance	Interior
241	T1547.010	Port Monitors	1	6.901927058288039	7.285103017660309	1.055517089737286	Mixed_General_Purpose	Boundary
242	T1070.008	Clear Mailbox Data	1	8.049781415969404	9.688818269137483	1.2036124417371221	Mixed_General_Purpose	Interior
243	T1037.002	Login Hook	1	9.759252188690956	10.800071508303486	1.1066493818214116	Mixed_General_Purpose	Boundary
244	T1659	Content Injection	1	8.391168589050183	10.431640784339075	1.2431688662271285	Mixed_General_Purpose	Interior
245	T1055	Process Injection	0	7.2532670868445	7.471558710592248	1.0300954853914293	Evasion_Persistence	Boundary
246	T1567.004	Exfiltration Over Webhook	1	8.475511519545238	9.548421869176842	1.1265893180096644	Mixed_General_Purpose	Boundary
247	T1139	Bash History	1	10.980038817734144	11.61735478871745	1.058043047344324	Mixed_General_Purpose	Boundary
248	T1205	Traffic Signaling	1	8.107817697299978	8.219014083120856	1.0137145871130429	Mixed_General_Purpose	Boundary
249	T1021.008	Direct Cloud VM Connections	1	6.835629954942307	8.339295518763421	1.2199745091173964	Mixed_General_Purpose	Interior
250	T1503	Credentials from Web Browsers	1	6.777414123938921	7.6077180996558535	1.1225102728006389	Mixed_General_Purpose	Boundary
251	T1218	System Binary Proxy Execution	1	7.3602366628294815	8.186890208007064	1.1123132951741934	Mixed_General_Purpose	Boundary
252	T1038	DLL Search Order Hijacking	1	6.3913625192805945	7.78383495367912	1.2178676631673206	Mixed_General_Purpose	Interior
253	T1050	New Service	1	6.2422947090965	8.51951794293098	1.36480524793403	Mixed_General_Purpose	Interior
254	T1070.006	Timestomp	2	6.3738856056523545	6.745951205347967	1.0583732693590229	Discovery_Reconnaissance	Boundary
255	T1557.004	Evil Twin	1	5.664701401942486	7.797222770563789	1.3764576172421765	Mixed_General_Purpose	Interior
256	T1620	Reflective Code Loading	2	5.9019430739421495	6.8750468396482995	1.1648783440701387	Discovery_Reconnaissance	Boundary
257	T1016.002	Wi-Fi Discovery	1	6.022373381668972	6.520994284782227	1.0827945709637323	Mixed_General_Purpose	Boundary
258	T1480.002	Mutual Exclusion	1	6.694600259254355	8.410153635088536	1.2562590824155013	Mixed_General_Purpose	Interior
259	T1564.011	Ignore Process Interrupts	1	8.973399264704065	9.87432364774734	1.1003993309634212	Mixed_General_Purpose	Boundary
260	T1611	Escape to Host	1	9.07313531510867	10.69883519352123	1.1791771689471293	Mixed_General_Purpose	Boundary
261	T1518.002	Backup Software Discovery	1	7.462380108473996	7.788082470149127	1.0436457689497092	Mixed_General_Purpose	Boundary
262	T1547.009	Shortcut Modification	2	7.696327427892729	9.281867527684327	1.2060124011918916	Discovery_Reconnaissance	Interior
263	T1010	Application Window Discovery	1	8.22393373948737	8.3878916563414	1.0199365537358644	Mixed_General_Purpose	Boundary
264	T1569.003	Systemctl	1	8.197171059161379	10.358149982797347	1.2636248096342935	Mixed_General_Purpose	Interior
265	T1032	Standard Cryptographic Protocol	1	6.0654987828028135	7.8763714925037895	1.2985527614451893	Mixed_General_Purpose	Interior
266	T1087.003	Email Account	2	5.522009885479623	7.631250166495479	1.381969417438527	Discovery_Reconnaissance	Interior
267	T1497.003	Time Based Checks	1	8.53565683026584	9.960653461619192	1.1669461990733259	Mixed_General_Purpose	Boundary
268	T1182	AppCert DLLs	1	9.447733183376677	10.64588006408309	1.1268183309829523	Mixed_General_Purpose	Boundary
269	T1218.003	CMSTP	2	7.143828571773051	8.16256904087524	1.1426041115436836	Discovery_Reconnaissance	Boundary
270	T1563.001	SSH Hijacking	2	7.756963095315634	8.849883372215874	1.140895234716923	Discovery_Reconnaissance	Boundary
271	T1562.002	Disable Windows Event Logging	1	7.942280907942701	8.622224798098278	1.085610520759229	Mixed_General_Purpose	Boundary
272	T1029	Scheduled Transfer	0	8.117314447882192	10.725721511766688	1.3213385115598815	Evasion_Persistence	Interior
273	T1021.002	SMB/Windows Admin Shares	2	7.67297130742906	8.690492693357093	1.1326109811373695	Discovery_Reconnaissance	Boundary
274	T1525	Implant Internal Image	1	8.580085313744553	9.452511577083584	1.1016802432326913	Mixed_General_Purpose	Boundary
275	T1572	Protocol Tunneling	2	5.271586813352058	6.1492028441117546	1.1664802070709783	Discovery_Reconnaissance	Boundary
276	T1218.002	Control Panel	1	6.162386239738869	8.17219121089906	1.3261404863037065	Mixed_General_Purpose	Interior
277	T1599.001	Network Address Translation Traversal	1	6.906537084168729	7.879710349457381	1.1409059435318791	Mixed_General_Purpose	Boundary
278	T1608.002	Upload Tool	1	7.99824287923601	9.700994771337035	1.2128905942117474	Mixed_General_Purpose	Interior
279	T1547.005	Security Support Provider	1	6.450003724710325	8.118078894351415	1.2586159608923393	Mixed_General_Purpose	Interior
280	T1036.011	Overwrite Process Arguments	1	8.622193094868985	11.074317269934124	1.284396656823625	Mixed_General_Purpose	Interior
281	T1004	Winlogon Helper DLL	1	10.596126751191411	11.781876799112823	1.1119039969849447	Mixed_General_Purpose	Boundary
282	T1009	Binary Padding	1	6.207104267997685	7.863280399143019	1.2668192433732626	Mixed_General_Purpose	Interior
283	T1550	Use Alternate Authentication Material	2	5.610477023430578	6.3823083558955505	1.1375694422545888	Discovery_Reconnaissance	Boundary
284	T1076	Remote Desktop Protocol	1	8.959784981870827	10.534647640311713	1.1757700085278209	Mixed_General_Purpose	Boundary
285	T1597.001	Threat Intel Vendors	1	7.739239099701333	8.050741264684623	1.0402495801875058	Mixed_General_Purpose	Boundary
286	T1011	Exfiltration Over Other Network Medium	1	6.051544239776077	7.686285924910163	1.2701360760536222	Mixed_General_Purpose	Interior
287	T1602.002	Network Device Configuration Dump	1	9.027567489700274	9.932073891286016	1.1001936903184628	Mixed_General_Purpose	Boundary
288	T1589	Gather Victim Identity Information	2	8.363687898193094	9.214926554069963	1.1017777760792578	Discovery_Reconnaissance	Boundary
289	T1131	Authentication Package	1	6.409053869534053	8.852934643121056	1.3813167188198339	Mixed_General_Purpose	Interior
290	T1181	Extra Window Memory Injection	1	8.56056029010252	10.400064588078564	1.2148811550596368	Mixed_General_Purpose	Interior
291	T1562.004	Disable or Modify System Firewall	2	8.568703587826553	9.101394902563856	1.062166959926952	Discovery_Reconnaissance	Boundary
292	T1560	Archive Collected Data	0	5.976957062332687	7.230818671143772	1.2097824003004176	Evasion_Persistence	Interior
293	T1152	Launchctl	1	8.752841596357225	10.511111411343006	1.2008797479938165	Mixed_General_Purpose	Interior
294	T1553.003	SIP and Trust Provider Hijacking	1	7.745374492891101	8.160018194755567	1.0535342285529004	Mixed_General_Purpose	Boundary
295	T1483	Domain Generation Algorithms	1	9.668523515631223	10.983404272943352	1.135995906633566	Mixed_General_Purpose	Boundary
296	T1185	Browser Session Hijacking	2	10.015095151169676	10.565887902418746	1.0549961521023183	Discovery_Reconnaissance	Boundary
297	T1021	Remote Services	0	7.27285868991765	8.732642134903866	1.2007164316685373	Evasion_Persistence	Interior
298	T1071.003	Mail Protocols	2	6.898859791926331	6.95105343820422	1.0075654007019492	Discovery_Reconnaissance	Boundary
299	T1556.007	Hybrid Identity	1	5.449353033136153	7.571665596616747	1.3894611270575101	Mixed_General_Purpose	Interior
300	T1595.002	Vulnerability Scanning	2	6.972848158947554	8.555062532648229	1.226910598183582	Discovery_Reconnaissance	Interior
301	T1059.009	Cloud API	1	7.609238855218871	7.996422960547874	1.0508832830474453	Mixed_General_Purpose	Boundary
302	T1596	Search Open Technical Databases	1	5.752697701980392	7.335918890827633	1.2752134729917648	Mixed_General_Purpose	Interior
303	T1218.015	Electron Applications	1	8.249630437533067	9.88023101780882	1.1976572641605623	Mixed_General_Purpose	Boundary
304	T1562.012	Disable or Modify Linux Audit System	1	9.132888813137813	9.94925273378611	1.0893871422245724	Mixed_General_Purpose	Boundary
305	T1207	Rogue Domain Controller	1	7.13884631675831	8.279174622307481	1.1597354943944906	Mixed_General_Purpose	Boundary
306	T1553.006	Code Signing Policy Modification	2	5.775813884591794	7.071017113912206	1.2242457999780494	Discovery_Reconnaissance	Interior
307	T1610	Deploy Container	0	5.822501253392898	6.439993892191964	1.1060526234127674	Evasion_Persistence	Boundary
308	T1107	File Deletion	1	9.578618266007195	10.306988016407745	1.0760411005149146	Mixed_General_Purpose	Boundary
309	T1145	Private Keys	1	7.878938692025105	8.775547472401964	1.1137980255496036	Mixed_General_Purpose	Boundary
310	T1112	Modify Registry	2	7.615763701606682	8.1446030305428	1.0694399511613784	Discovery_Reconnaissance	Boundary
311	T1543.004	Launch Daemon	0	6.956438339354575	7.839838034551929	1.1269900666278672	Evasion_Persistence	Boundary
312	T1580	Cloud Infrastructure Discovery	2	7.108349828207195	8.2929619919412	1.166650632806875	Discovery_Reconnaissance	Boundary
313	T1555.003	Credentials from Web Browsers	2	6.1605605082416615	7.845720391199891	1.2735398194959675	Discovery_Reconnaissance	Interior
314	T1574.008	Path Interception by Search Order Hijacking	1	6.0097966739949795	8.425190862908941	1.401909235541426	Mixed_General_Purpose	Interior
315	T1491	Defacement	1	6.917785226676382	9.112397534881937	1.3172418511203325	Mixed_General_Purpose	Interior
316	T1535	Unused/Unsupported Cloud Regions	2	6.86688358590318	7.41558503868844	1.0799052970704752	Discovery_Reconnaissance	Boundary
317	T1557.003	DHCP Spoofing	1	8.501212757406662	8.60482254856611	1.012187529230068	Mixed_General_Purpose	Boundary
318	T1155	AppleScript	1	8.014594466132518	10.577916809370315	1.3198316563911043	Mixed_General_Purpose	Interior
319	T1563	Remote Service Session Hijacking	2	7.926482016475045	8.883863090315224	1.120782454444207	Discovery_Reconnaissance	Boundary
320	T1564.013	Bind Mounts	1	11.460324205436786	12.16577338776583	1.0615556862203508	Mixed_General_Purpose	Boundary
321	T1027.001	Binary Padding	0	6.648458596297074	6.860274342114379	1.0318592213353117	Evasion_Persistence	Boundary
322	T1505.003	Web Shell	0	6.308801562705204	6.533925716396285	1.035683975121033	Evasion_Persistence	Boundary
323	T1484.001	Group Policy Modification	2	5.879380299570173	6.596553335758974	1.1219808683340933	Discovery_Reconnaissance	Boundary
324	T1217	Browser Information Discovery	2	7.169566821259158	8.247619032252318	1.150364880822597	Discovery_Reconnaissance	Boundary
325	T1552.004	Private Keys	0	7.82512013969533	9.037663828713328	1.1549551332652221	Evasion_Persistence	Boundary
326	T1583.004	Server	1	5.098511414503433	6.855583261083863	1.3446242165817222	Mixed_General_Purpose	Interior
327	T1021.006	Windows Remote Management	1	6.644259772520602	7.538539174529638	1.134594115527133	Mixed_General_Purpose	Boundary
328	T1011.001	Exfiltration Over Bluetooth	1	5.422641853553658	5.743890825849762	1.0592419565462585	Mixed_General_Purpose	Boundary
329	T1078.001	Default Accounts	2	7.747093434022979	8.776952313282761	1.1329347264358811	Discovery_Reconnaissance	Boundary
330	T1547.003	Time Providers	1	5.190389914277191	7.012430245582605	1.3510408679033281	Mixed_General_Purpose	Interior
331	T1183	Image File Execution Options Injection	1	11.248882089851948	12.013083207409759	1.0679356440504948	Mixed_General_Purpose	Boundary
332	T1085	Rundll32	1	6.108156366369134	7.753836724663453	1.2694232089296282	Mixed_General_Purpose	Interior
333	T1031	Modify Existing Service	1	8.291672710339393	10.837008034389042	1.3069747330838306	Mixed_General_Purpose	Interior
334	T1546.005	Trap	1	6.13650982397559	7.286858808842727	1.187459619621737	Mixed_General_Purpose	Boundary
335	T1574.006	Dynamic Linker Hijacking	1	6.8958890664905494	7.984705856542522	1.1578934379106325	Mixed_General_Purpose	Boundary
336	T1136.001	Local Account	2	7.426060762534655	8.697350956809128	1.1711929196021873	Discovery_Reconnaissance	Boundary
337	T1681	Search Threat Vendor Data	1	6.476922371702611	7.803265377482447	1.2047796352778488	Mixed_General_Purpose	Interior
338	T1674	Input Injection	1	7.245181896254086	9.361503980839531	1.2921004362332424	Mixed_General_Purpose	Interior
339	T1092	Communication Through Removable Media	0	8.229481892129314	10.350713354604876	1.2577598726773356	Evasion_Persistence	Interior
340	T1070.001	Clear Windows Event Logs	2	8.643569220831921	8.890148029898034	1.028527310216308	Discovery_Reconnaissance	Boundary
341	T1585.002	Email Accounts	2	5.094134641825225	7.119514104997118	1.3975902107008287	Discovery_Reconnaissance	Interior
342	T1557.001	LLMNR/NBT-NS Poisoning and SMB Relay	0	7.815756345226012	7.954869638974194	1.0177989525011488	Evasion_Persistence	Boundary
343	T1222	File and Directory Permissions Modification	1	6.782464833530082	8.520555852289618	1.2562622593934851	Mixed_General_Purpose	Interior
344	T1003.001	LSASS Memory	2	7.0887892067713665	8.115902386758577	1.144892449914245	Discovery_Reconnaissance	Boundary
345	T1053.001	At (Linux)	1	5.581467573109885	7.033417786194264	1.2601374878431648	Mixed_General_Purpose	Interior
346	T1176.002	IDE Extensions	1	7.374197913386905	8.548327450590943	1.1592211643589596	Mixed_General_Purpose	Boundary
347	T1179	Hooking	1	8.971893398955864	10.767075618349827	1.2000894281148566	Mixed_General_Purpose	Interior
348	T1595	Active Scanning	2	6.229062397728281	6.928650082856036	1.112310092297807	Discovery_Reconnaissance	Boundary
349	T1027.016	Junk Code Insertion	1	8.05561861545519	9.959209676722269	1.2363058525771162	Mixed_General_Purpose	Interior
350	T1547.011	Plist Modification	1	5.296869761902342	6.719134139852136	1.2685101151002964	Mixed_General_Purpose	Interior
351	T1548	Abuse Elevation Control Mechanism	0	6.2321782357582105	6.41030733334628	1.028581992084892	Evasion_Persistence	Boundary
352	T1134.002	Create Process with Token	2	7.958299794401862	8.364174538934574	1.0510000507668944	Discovery_Reconnaissance	Boundary
353	T1548.001	Setuid and Setgid	0	9.032697113713223	9.267595740611581	1.0260052560089155	Evasion_Persistence	Boundary
354	T1547.004	Winlogon Helper DLL	1	10.25039037585397	11.16727310280622	1.0894484603887493	Mixed_General_Purpose	Boundary
355	T1019	System Firmware	1	5.052587792990288	6.796939778425184	1.3452390560369611	Mixed_General_Purpose	Interior
356	T1021.003	Distributed Component Object Model	1	7.391068791503075	9.008875231941797	1.218886505753008	Mixed_General_Purpose	Interior
357	T1042	Change Default File Association	1	7.859979195167032	9.073413098190658	1.1543811654601555	Mixed_General_Purpose	Boundary
358	T1117	Regsvr32	1	6.890146455428531	8.827839988618328	1.2812265696379472	Mixed_General_Purpose	Interior
359	T1110.003	Password Spraying	2	5.447099401816287	6.889452758777241	1.2647926879555984	Discovery_Reconnaissance	Interior
360	T1090.002	External Proxy	2	5.6555865860451044	6.492438955126833	1.1479689521821959	Discovery_Reconnaissance	Boundary
361	T1056.003	Web Portal Capture	1	7.014624793168744	8.57831253436513	1.2229180554034964	Mixed_General_Purpose	Interior
362	T1589.002	Email Addresses	2	4.659601216342147	7.058294193100837	1.5147847102368528	Discovery_Reconnaissance	Interior
363	T1164	Re-opened Applications	1	8.617471881353124	9.94496596947019	1.1540466800875644	Mixed_General_Purpose	Boundary
364	T1054	Indicator Blocking	1	6.334366384662077	7.703217896469933	1.2160990085801413	Mixed_General_Purpose	Interior
365	T1598.004	Spearphishing Voice	1	5.393732582973256	6.542618507275676	1.2130036470338799	Mixed_General_Purpose	Interior
366	T1193	Spearphishing Attachment	1	6.580466400657755	8.456388076605434	1.2850740778322478	Mixed_General_Purpose	Interior
367	T1003.005	Cached Domain Credentials	2	6.169775426956398	8.055181166961942	1.3055872060076625	Discovery_Reconnaissance	Interior
368	T1098.004	SSH Authorized Keys	1	8.621992686479915	8.865818191299898	1.0282793648065787	Mixed_General_Purpose	Boundary
369	T1673	Virtual Machine Discovery	1	8.83296719227124	9.749737093299974	1.1037894489228317	Mixed_General_Purpose	Boundary
370	T1215	Kernel Modules and Extensions	1	6.070332222522589	7.086128470008949	1.1673376419794357	Mixed_General_Purpose	Boundary
371	T1101	Security Support Provider	1	6.062068459460778	8.201409325072147	1.352905864889523	Mixed_General_Purpose	Interior
372	T1590.006	Network Security Appliances	2	5.822262413917635	7.143990038429122	1.227012508804052	Discovery_Reconnaissance	Interior
373	T1546.012	Image File Execution Options Injection	1	13.172856529142921	13.823458464836595	1.049389506737951	Mixed_General_Purpose	Boundary
374	T1218.008	Odbcconf	1	7.4697842944456285	10.109438976953909	1.3533774504162883	Mixed_General_Purpose	Interior
375	T1593.002	Search Engines	1	7.273749451072637	8.699279967041257	1.1959827362180677	Mixed_General_Purpose	Boundary
376	T1177	LSASS Driver	1	6.394954286169871	8.075765484246046	1.262833768628719	Mixed_General_Purpose	Interior
377	T1591.002	Business Relationships	2	8.719165724768215	9.335657383639436	1.0707052265808819	Discovery_Reconnaissance	Boundary
378	T1548.005	Temporary Elevated Cloud Access	1	7.503660311945531	8.059306771114782	1.0740499119122935	Mixed_General_Purpose	Boundary
379	T1125	Video Capture	1	10.828717294658073	11.91378520189315	1.10020270891804	Mixed_General_Purpose	Boundary
380	T1144	Gatekeeper Bypass	1	6.667791293174087	7.561094808806536	1.1339727568519096	Mixed_General_Purpose	Boundary
381	T1045	Software Packing	1	5.4693970242847465	7.178531804225517	1.3124902909519518	Mixed_General_Purpose	Interior
382	T1055.013	Process Doppelgänging	1	5.627166393036353	6.761940427706113	1.201659726006027	Mixed_General_Purpose	Interior
383	T1016	System Network Configuration Discovery	2	7.81038060432606	8.634570748887482	1.1055248240501994	Discovery_Reconnaissance	Boundary
384	T1578.003	Delete Cloud Instance	2	8.312011631474725	8.61698686248226	1.0366907805039545	Discovery_Reconnaissance	Boundary
385	T1593.003	Code Repositories	1	5.475476546126396	6.104528640830399	1.1148851564826563	Mixed_General_Purpose	Boundary
386	T1574.005	Executable Installer File Permissions Weakness	1	9.370462477797174	11.491963701394074	1.2264029125799043	Mixed_General_Purpose	Interior
387	T1546.008	Accessibility Features	2	5.401054214722685	6.504252779057177	1.2042559315682047	Discovery_Reconnaissance	Interior
388	T1496.002	Bandwidth Hijacking	1	5.2236016242862995	7.2141149610935305	1.3810612100454702	Mixed_General_Purpose	Interior
389	T1504	PowerShell Profile	1	7.472946686311099	8.551089077555968	1.1442725730864947	Mixed_General_Purpose	Boundary
390	T1198	SIP and Trust Provider Hijacking	1	8.567129169875527	9.664573858820322	1.1280993363219485	Mixed_General_Purpose	Boundary
391	T1087	Account Discovery	2	7.451595065339709	9.371744395582741	1.2576828257203037	Discovery_Reconnaissance	Interior
392	T1090	Proxy	2	6.057234856358852	6.9351139530054295	1.1449304794240407	Discovery_Reconnaissance	Boundary
393	T1059	Command and Scripting Interpreter	0	7.345672103912103	7.783891887679333	1.0596567227493212	Evasion_Persistence	Boundary
394	T1204.005	Malicious Library	1	8.248279717808149	9.774071788455677	1.1849829222413981	Mixed_General_Purpose	Boundary
395	T1562.006	Indicator Blocking	2	6.73644691417854	7.421781748351882	1.1017351938149607	Discovery_Reconnaissance	Boundary
396	T1136.002	Domain Account	2	6.735530760942859	8.86137560804478	1.3156163347679528	Discovery_Reconnaissance	Interior
397	T1564.014	Extended Attributes	1	6.126946058134117	7.997701427119961	1.30533222357491	Mixed_General_Purpose	Interior
398	T1589.003	Employee Names	2	8.162569594698295	9.9314383409582	1.2167047409560918	Discovery_Reconnaissance	Interior
399	T1677	Poisoned Pipeline Execution	1	8.413622723226615	9.184469980643867	1.0916188176194828	Mixed_General_Purpose	Boundary
400	T1482	Domain Trust Discovery	2	7.0361760834005995	9.245686080205978	1.3140212320718792	Discovery_Reconnaissance	Interior
401	T1558.001	Golden Ticket	0	7.89973322618525	7.9754348840627305	1.0095826841397468	Evasion_Persistence	Boundary
402	T1020	Automated Exfiltration	2	5.797341776582797	6.3186259417621935	1.0899176028171071	Discovery_Reconnaissance	Boundary
403	T1592.004	Client Configurations	1	6.764937555706655	9.1206993159088	1.3482309175173381	Mixed_General_Purpose	Interior
404	T1562.007	Disable or Modify Cloud Firewall	1	5.836261403723638	6.933934525841001	1.1880779249091042	Mixed_General_Purpose	Boundary
405	T1219.001	IDE Tunneling	1	8.172378857117623	9.31757076263056	1.1401294268664652	Mixed_General_Purpose	Boundary
406	T1036.002	Right-to-Left Override	1	10.00677779128024	11.793281238348419	1.1785292234724838	Mixed_General_Purpose	Boundary
407	T1588.001	Malware	2	7.390937378358998	8.831576147292767	1.1949194669450933	Discovery_Reconnaissance	Boundary
408	T1027.017	SVG Smuggling	1	6.960585239187596	8.722743717050811	1.253162221874703	Mixed_General_Purpose	Interior
409	T1542.002	Component Firmware	1	5.349599211361192	6.670414753255966	1.2468996728184845	Mixed_General_Purpose	Interior
410	T1070	Indicator Removal	0	8.803228082049948	9.174521327795231	1.0421768242408187	Evasion_Persistence	Boundary
411	T1048.001	Exfiltration Over Symmetric Encrypted Non-C2 Protocol	1	7.370463239986356	8.766945583437634	1.1894699299774179	Mixed_General_Purpose	Boundary
412	T1137.001	Office Template Macros	2	6.8097145856554135	8.724058981145221	1.281119434638702	Discovery_Reconnaissance	Interior
413	T1583.003	Virtual Private Server	0	9.648428452522799	9.795775648492501	1.0152715213076648	Evasion_Persistence	Boundary
414	T1213.001	Confluence	1	5.385188614603388	7.196709050425822	1.3363891646284862	Mixed_General_Purpose	Interior
415	T1550.003	Pass the Ticket	2	7.4030082054793205	7.9513204818312975	1.07406599953248	Discovery_Reconnaissance	Boundary
416	T1609	Container Administration Command	1	7.618266788201545	9.660132008093646	1.2680221116740404	Mixed_General_Purpose	Interior
417	T1083	File and Directory Discovery	0	7.381801715237012	7.864924707838566	1.0654476977018534	Evasion_Persistence	Boundary
418	T1568	Dynamic Resolution	2	6.7244830309489885	6.98213526593637	1.0383153910101592	Discovery_Reconnaissance	Boundary
419	T1036.004	Masquerade Task or Service	2	7.133622815170076	7.242396365911308	1.0152478675017766	Discovery_Reconnaissance	Boundary
420	T1055.004	Asynchronous Procedure Call	0	8.237659247655369	8.856118591422156	1.0750769423809163	Evasion_Persistence	Boundary
421	T1020.001	Traffic Duplication	0	8.926083639640801	9.692034418616842	1.0858102751540641	Evasion_Persistence	Boundary
422	T1138	Application Shimming	1	9.179454076991963	11.361466989486095	1.2377060396497046	Mixed_General_Purpose	Interior
423	T1647	Plist File Modification	1	6.525780708722122	7.503321233027393	1.1497965405429862	Mixed_General_Purpose	Boundary
424	T1127.003	JamPlus	1	8.52113005002943	10.75973893279939	1.2627125283752358	Mixed_General_Purpose	Interior
425	T1546.009	AppCert DLLs	1	13.569852769212414	14.299982650303194	1.053805213638139	Mixed_General_Purpose	Boundary
426	T1191	CMSTP	1	6.162607104369236	7.552084326322669	1.2254688596810668	Mixed_General_Purpose	Interior
427	T1188	Multi-hop Proxy	2	7.056412836906804	7.517804154362476	1.0653859493107511	Discovery_Reconnaissance	Boundary
428	T1114.003	Email Forwarding Rule	2	6.1462309838807165	6.933259196842828	1.1280503591511337	Discovery_Reconnaissance	Boundary
429	T1074	Data Staged	0	5.2793659928504795	6.192252569715881	1.1729157260902046	Evasion_Persistence	Boundary
430	T1649	Steal or Forge Authentication Certificates	2	7.660055399142738	9.099665722504552	1.187937170217562	Discovery_Reconnaissance	Boundary
431	T1098.005	Device Registration	2	5.971933953361939	6.406643618129258	1.072791928941322	Discovery_Reconnaissance	Boundary
432	T1049	System Network Connections Discovery	2	9.449656913364441	10.274423069131519	1.0872798955611538	Discovery_Reconnaissance	Boundary
433	T1584	Compromise Infrastructure	2	4.757198557966216	5.201061056401681	1.0933031068020242	Discovery_Reconnaissance	Boundary
434	T1553.005	Mark-of-the-Web Bypass	1	7.914146281504662	8.802613110140786	1.112262988927748	Mixed_General_Purpose	Boundary
435	T1600.002	Disable Crypto Hardware	1	8.602560779286266	9.215563033079246	1.0712579891340042	Mixed_General_Purpose	Boundary
436	T1542	Pre-OS Boot	1	7.740330367560585	8.804732423791577	1.137513629027803	Mixed_General_Purpose	Boundary
437	T1612	Build Image on Host	1	8.346347863401729	9.134976600614817	1.0944877514851048	Mixed_General_Purpose	Boundary
438	T1055.002	Portable Executable Injection	2	8.03621974717194	8.212909398703145	1.0219865353491422	Discovery_Reconnaissance	Boundary
439	T1218.012	Verclsid	1	7.461444229541737	9.368235712027948	1.2555524330510057	Mixed_General_Purpose	Interior
440	T1586	Compromise Accounts	2	5.847178025399419	7.490307649452979	1.2810121969784085	Discovery_Reconnaissance	Interior
441	T1569.001	Launchctl	1	6.371316958127874	8.113144316829908	1.273385564831212	Mixed_General_Purpose	Interior
442	T1584.005	Botnet	2	7.912429782864233	9.337656731835171	1.1801249183825426	Discovery_Reconnaissance	Boundary
443	T1059.008	Network Device CLI	0	6.516561548409153	6.842822343140854	1.0500662415664757	Evasion_Persistence	Boundary
444	T1552.003	Shell History	2	5.969863307294775	6.483637158212108	1.0860610600963807	Discovery_Reconnaissance	Boundary
445	T1562.010	Downgrade Attack	1	5.4446648726429885	6.815188009588178	1.2517183182592435	Mixed_General_Purpose	Interior
446	T1559.003	XPC Services	1	7.790510578095844	8.668834391324546	1.112742636272852	Mixed_General_Purpose	Boundary
447	T1497	Virtualization/Sandbox Evasion	1	8.601333214204287	9.088095798786647	1.0565914045961056	Mixed_General_Purpose	Boundary
448	T1102	Web Service	1	8.413317196293141	10.012796180320814	1.1901126222389158	Mixed_General_Purpose	Boundary
449	T1552.001	Credentials In Files	0	7.614797580385991	7.952927611744587	1.0444041989803303	Evasion_Persistence	Boundary
450	T1568.003	DNS Calculation	1	7.681253182018463	9.316769006134443	1.21292288802845	Mixed_General_Purpose	Interior
451	T1218.005	Mshta	2	5.901342616755045	6.872148352973175	1.1645057124722968	Discovery_Reconnaissance	Boundary
452	T1547.015	Login Items	1	7.328219355663131	8.288521122419258	1.1310414698452704	Mixed_General_Purpose	Boundary
453	T1608	Stage Capabilities	0	5.8496629882467	5.908479130257395	1.0100544479356195	Evasion_Persistence	Boundary
454	T1608.005	Link Target	1	5.480538236889192	7.476101634451042	1.36411789265732	Mixed_General_Purpose	Interior
455	T1104	Multi-Stage Channels	2	6.819919051864307	7.76259976271336	1.1382244518528277	Discovery_Reconnaissance	Boundary
456	T1657	Financial Theft	2	7.600852402849202	8.587196556995728	1.129767422402436	Discovery_Reconnaissance	Boundary
457	T1480	Execution Guardrails	2	6.615575665083859	6.9754389166325135	1.0543962030472658	Discovery_Reconnaissance	Boundary
458	T1619	Cloud Storage Object Discovery	1	8.486905660277086	8.970494568391365	1.056980467380148	Mixed_General_Purpose	Boundary
459	T1606.001	Web Cookies	1	9.715820763624896	10.89304789067528	1.1211658834106866	Mixed_General_Purpose	Boundary
460	T1654	Log Enumeration	2	9.383305198462187	10.09418510669992	1.0757599606367143	Discovery_Reconnaissance	Boundary
461	T1134.001	Token Impersonation/Theft	2	7.375260738581081	8.994561277559205	1.2195582470663149	Discovery_Reconnaissance	Interior
